"wccSubjectCode","wccCourseNumber","wccCourseName","emuSubjectCode","emuCourseNumber","emuCourseName"
"ANI","160","Fundmntls Movement/Animation","SAGS","255","SAG Movement"
"ANI","180","Intro to Game Level Design","SAGG","165","Introduction to Game Design"
"ANT","290","International Studies Anthro","ANTH","000","General Transfer Credit"
"APP","101","Apprenticeship Year I","CNST","000","General Transfer Credit"
"APP","102","Apprenticeship Year II","CNST","000","General Transfer Credit"
"APP","103","Apprenticeship Year III","CNST","000","General Transfer Credit"
"APP","105","Apprenticeship Year V","CNST","000","General Transfer Credit"
"APP","111","Safety/Hlth Plumber/Pipefitter","CNST","000","General Transfer Credit"
"APP","112","Care & Use of Tools","CNST","000","General Transfer Credit"
"APP","113","Math for Pipe Trades","CNST","000","General Transfer Credit"
"APP","121","Plumbing Welding I","CNST","000","General Transfer Credit"
"APP","122","Trade Application I","CNST","000","General Transfer Credit"
"APP","123","Math/Science Plumb/Pipefit II","CNST","000","General Transfer Credit"
"APP","131","Water Supply & Drainage","CNST","000","General Transfer Credit"
"APP","132","Trade Application II","CNST","000","General Transfer Credit"
"APP","133","Hydronic Heating","CNST","000","General Transfer Credit"
"APP","141","Advanced Pipe Fitting","CNST","000","General Transfer Credit"
"APP","142","Installation Service","CNST","000","General Transfer Credit"
"APP","143","Trade Application III","CNST","000","General Transfer Credit"
"APP","151","Medical Gas & Code","AACR","GEN","General Credit"
"APP","152","Technical Training","CNST","000","General Transfer Credit"
"APP","153","Foreman Training","CNST","000","General Transfer Credit"
"ANI","189","Study Problems","AACR","GEN","General Credit"
"ANI","190","History of Game Design","SAGA","195","Hist&Contem Approaches to Anim"
"ANI","230","Motion and Sound","SAG","000","General Transfer Credit"
"ANI","235","Intro Compositing/Visual Effct","SAG","000","General Transfer Credit"
"ANI","240","Advanced Game Level Design","SAGG","235","Introduction to Unity I"
"ANI","250","Organic Modeling & Rigging","SAGA","295","Organic Rigging"
"ANI","160","Fundmntls Movement/Animation","SAGS","255","SAG Movement"
"ANI","160","Fundmntls Movement/Animation","SAGA","295","Organic Rigging"
"ANI","250","Organic Modeling & Rigging","SAGS","255","SAG Movement"
"ANI","250","Organic Modeling & Rigging","SAGA","295","Organic Rigging"
"ANI","260","3D Animation III","SAG","285","Studio I Simulation"
"ANT","150","Religions of the World","HIST","100","Comp Study of Religion"
"ANT","164","Special Topics","ANTH","000","General Transfer Credit"
"ANT","201","Intro to Cultural Anthropology","ANTH","135","Intro to Culturl Anthrop"
"ANT","201H","Intro to Cultural Anthropology","ANTH","135","Intro to Culturl Anthrop"
"ANT","202","Intro to Physical Anthropology","ANTH","140","Intro to Physical Anthropology"
"ANT","205","Introduction to Archaeology","ANTH","150","Introductory Archaeology"
"ANT","211","Intro to Phil & Practice-Yoga","PEGN","000","General Transfer Credit"
"ANT","222","Phil & Practice of Yoga II","PEGN","000","General Transfer Credit"
"ANT","245","Biological Anthropology","ANTH","140","Intro to Physical Anthropology"
"ANT","245","Biological Anthropology","ANTH","000","General Transfer Credit"
"ANT","250","Archaeological Field Methods","ANTH","000","General Transfer Credit"
"ANT","252","Archaeological Lab Methods","ANTH","000","General Transfer Credit"
"ANT","265","Intro to Forensic Anthropology","ANTH","270","Intro to Forensic Anthropology"
"ACS","100","Intro to Online Learning","AACR","GEN","General Credit"
"ACS","101","Academic Skills Seminar","AACR","GEN","General Credit"
"ACS","102","Spelling Power","AACR","GEN","General Credit"
"ACS","103","Study Skills","AACR","GEN","General Credit"
"ACS","104","Study Skills Short Course","AACR","GEN","General Credit"
"ACS","105","Advanced Vocabulary","AACR","GEN","General Credit"
"ACS","106","Speed Reading","AACR","GEN","General Credit"
"ACS","107","College Read/Learning Strategy","AACR","GEN","General Credit"
"ACS","108","Critical Reading & Thinking","AACR","GEN","General Credit"
"ACS","109","Advanced Vocabulary","AACR","GEN","General Credit"
"APP","221","Theory of Electrical","ELEC","000","General Transfer Credit"
"APP","222","Heating Science","CNST","000","General Transfer Credit"
"APP","231","Electrical Temperature Control","ELEC","000","General Transfer Credit"
"APP","232","Theory & Op of Heating Equipmt","CNST","000","General Transfer Credit"
"APP","233","Air Conditioning Systems","ELEC","000","General Transfer Credit"
"APP","241","Welding and Brazing","MFG","000","General Transfer Credit"
"APP","242","Hydronic & Stem Heating","MFG","000","General Transfer Credit"
"APP","243","Medium Temp Refrigeration","ELEC","000","General Transfer Credit"
"APP","251","Commercial Air Conditioning","ELEC","000","General Transfer Credit"
"APP","252","DDC Controls","ELEC","000","General Transfer Credit"
"APP","253","Code Prep for State Exam","AACR","GEN","General Credit"
"ARB","111","First Year Arabic I","FLAN","GEKH","Knowledge of Humanities-Gen Ed"
"ARB","122","First Year Arabic II","FLAN","GEKH","Knowledge of Humanities-Gen Ed"
"ARC","100","Specifications","CNST","000","General Transfer Credit"
"ARC","101","Graphic Comm f/Cnstrc Industry","CNST","000","General Transfer Credit"
"ARC","102","Architectural CAD","PDD","000","General Transfer Credit"
"ARC","109","Surveying Layout I","CNST","000","General Transfer Credit"
"ARC","111","Architectural Drawing I","PDD","000","General Transfer Credit"
"ARF","112","Classic Engines","ELEC","000","General Transfer Credit"
"ARF","115","Classic Auto Restoration I","MFG","000","General Transfer Credit"
"ARF","117","Classic Auto Restoration II","MFG","000","General Transfer Credit"
"ARF","215","Classic Auto Restoration III","MFG","000","General Transfer Credit"
"ARF","217","Classic Auto Restoration IV","MFG","000","General Transfer Credit"
"ART","101","Introduction to Studio Art","ARTS","101","Intro to Art"
"ART","102","Color","ARTS","000","General Transfer Credit"
"ART","105","Drawing in Europe","ART","000","General Transfer Credit"
"ART","108","Three Dimensional Design","AD","122","Three-Dimensional Design"
"ART","111","Basic Drawing I","AD","123","Foundations Drawing I"
"ART","112","Basic Design I","AD","121","Two-Dimensional Design"
"ART","114","Painting I","ARTS","GEKA","Knowledge of Arts - Gen Ed"
"ART","120","Portrait Painting/Life Draw","ARTS","000","General Transfer Credit"
"ART","121","Ceramics I","ARTS","103","Ceramics for Non-Majors"
"ART","121A","Ceramics I Part I","ARTS","000","General Transfer Credit"
"ART","121A","Ceramics I Part I","ARTS","103","Ceramics for Non-Majors"
"ART","121B","Ceramics I Part II","ARTS","103","Ceramics for Non-Majors"
"ART","121B","Ceramics I Part II","ARTS","000","General Transfer Credit"
"ART","121A","Ceramics I Part I","ARTS","103","Ceramics for Non-Majors"
"ART","121B","Ceramics I Part II","ARTS","103","Ceramics for Non-Majors"
"ART","122","Basic Drawing II","AD","126","Foundations Drawing II"
"ART","124","Imaginative Drawing I","FA","000","General Transfer Credit"
"ARC","117","Construction Materials","CNST","202","Construction Materials"
"ARC","118","History & Theory of Arch I","CNST","000","General Transfer Credit"
"ARC","120","Mech/Elec Systems for Bldgs","CNST","303","Elect,Mechanical,Equip Systems"
"ARC","122","Architectural Drawing II","PDD","000","General Transfer Credit"
"ARC","143","Surveying Layout II","CNST","000","General Transfer Credit"
"ARC","150","Presentation Drawings & Models","AACR","GEN","General Credit"
"ARC","170","Cabinetry & Millwork Design","CNST","000","General Transfer Credit"
"ARC","174","ARC Co-op Educucation I","PDD","000","General Transfer Credit"
"ARC","207","Estimating Construct Costs I","CNST","000","General Transfer Credit"
"ARC","208","Estimating Construct Costs II","CNST","000","General Transfer Credit"
"ARC","209","Surveying Layout III","CNST","000","General Transfer Credit"
"ARC","210","Structure in Architecture","CNST","000","General Transfer Credit"
"ARC","213","Architectural Drawing III","PDD","000","General Transfer Credit"
"ARC","218","3D Presentation/CADD","PDD","000","General Transfer Credit"
"ARC","219","Architectural Engr & Cnst CAD","PDD","000","General Transfer Credit"
"ARC","224","Architectural Drawing IV","PDD","000","General Transfer Credit"
"ARC","227","Estimating Construction Costs","CNST","229","Analysis of Commercial Prints"
"ARC","228","Constrc Estimate/Specification","CNST","000","General Transfer Credit"
"ARC","243","Surveying Layout IV","CNST","000","General Transfer Credit"
"ARC","274","ARC Co-op Education II","PDD","000","General Transfer Credit"
"ARC","274","ARC Co-op Education II","CNST","000","General Transfer Credit"
"ASV","111","Cylinder Head Service","ELEC","000","General Transfer Credit"
"ASV","112","Classic Engines","ELEC","000","General Transfer Credit"
"ASV","113","Manual Trans and Drivetrains","MFG","000","General Transfer Credit"
"ASV","114","Vintage Auto Engine Assem/Op","MFG","000","General Transfer Credit"
"ASV","116","Automotive Electronics","ELEC","000","General Transfer Credit"
"ASV","118","Fuel Systems","MFG","000","General Transfer Credit"
"ASV","120","Engine Performance Recert","ELEC","000","General Transfer Credit"
"ASV","121","Engine Repair","INTE","000","General Transfer Credit"
"ASV","124","Wheel Balance & Alignment","MFG","000","General Transfer Credit"
"ASV","125","Brake Systems","MFG","000","General Transfer Credit"
"ASV","126","Electrical Systems","ELEC","000","General Transfer Credit"
"ASV","128","Fuel Injection","MFG","000","General Transfer Credit"
"ASV","129","Diagnosis & Repair","MFG","000","General Transfer Credit"
"ASV","130","Automotive Maintenance","SET","000","General Transfer Credit"
"ASV","131","Automotive Electrical","CEET","000","General Transfer Credit"
"ASV","132","Automotive Engines","SET","000","General Transfer Credit"
"ASV","133","Automotive Fuel Systems","SET","000","General Transfer Credit"
"ASV","134","Automotive Transmissions","SET","000","General Transfer Credit"
"ASV","135","Facility Operations","SET","000","General Transfer Credit"
"ASV","141","Automotive Mechanics I","MFG","000","General Transfer Credit"
"ART","125","Painting II","ARTS","000","General Transfer Credit"
"ART","126","Imaginative Drawing II","FA","000","General Transfer Credit"
"ART","127","Life Drawing I","AD","000","General Transfer Credit"
"ART","128","Ceramics II","ARTS","000","General Transfer Credit"
"ART","129","Life Drawing II","AD","000","General Transfer Credit"
"ART","130","Art Appreciation","ARTH","100","Art Appreciation"
"ART","131","Art Appreciation/Art Museum Ex","ARTH","100","Art Appreciation"
"ART","131","Art Appreciation/Art Museum Ex","ARTH","000","General Transfer Credit"
"ART","136","Ceramics III","ARTS","000","General Transfer Credit"
"ART","140","Life Drawing","ART","210","Life Drawing"
"ART","143","African American Art &Culture","ARTH","GEKA","Knowledge of Arts - Gen Ed"
"ART","143","African American Art &Culture","ARTH","GEUS","U.S. Diversity - Gen Ed"
"ART","150","Monuments and Cultures","ARTH","GEGA","Global Awareness - Gen Ed"
"ART","150","Monuments and Cultures","ARTH","GEKA","Knowledge of Arts - Gen Ed"
"ART","189","Study Problems in Art","AACR","GEN","General Credit"
"ART","285","Self-Management/Working Artist","AACR","GEN","General Credit"
"ART","295","Art Management Capstone","AACR","GEN","General Credit"
"AST","100","Backyard Astronomy","ASTR","000","General Transfer Credit"
"AST","100","Backyard Astronomy","ASTR","203","Exploration of the Universe"
"AST","100","Backyard Astronomy","ASTR","204","Astronomical Investigations"
"AST","111","General Astronomy","ASTR","203","Exploration of the Universe"
"AST","111","General Astronomy","ASTR","204","Astronomical Investigations"
"AST","111","General Astronomy","ASTR","105","Exploration of the Universe"
"AST","111","General Astronomy","ASTR","204","Astronomical Investigations"
"AST","100","Backyard Astronomy","ASTR","203","Exploration of the Universe"
"AST","100","Backyard Astronomy","ASTR","204","Astronomical Investigations"
"AST","111","General Astronomy","ASTR","203","Exploration of the Universe"
"AST","111","General Astronomy","ASTR","204","Astronomical Investigations"
"ASV","110","Automotive Technology","MFG","000","General Transfer Credit"
"ASV","142","Automotive Mechanics II","MFG","000","General Transfer Credit"
"ASV","143","Automotive Mechanics III","MFG","000","General Transfer Credit"
"ASV","144","Automotive Mechanics IV","MFG","000","General Transfer Credit"
"ASV","145","Automotive Mechanics V","MFG","000","General Transfer Credit"
"ASV","151","Automotive Service I","SET","000","General Transfer Credit"
"ASV","152","Automotive Service II","SET","000","General Transfer Credit"
"ASV","153","Automotive Service III","SET","000","General Transfer Credit"
"ASV","154","Automotive Service IV","SET","000","General Transfer Credit"
"ASV","155","Automotive Service V","SET","000","General Transfer Credit"
"ASV","156","Electrical Systems Recert","ELEC","000","General Transfer Credit"
"ASV","157","Repair Facility Ops & Advising","AACR","GEN","General Credit"
"ASV","160","Small Engine Repair","ELEC","000","General Transfer Credit"
"ASV","161","Small Engine Diag & Repair I","ELEC","000","General Transfer Credit"
"ASV","162","Small Engine Diag & Repair II","ELEC","000","General Transfer Credit"
"ASV","174","ASV Co-op Education I","AACR","GEN","General Credit"
"ASV","189","Study Problems","AACR","GEN","General Credit"
"ASV","212","Automatic Trans-Mechanical","MFG","000","General Transfer Credit"
"ASV","214","Steering & Suspension Systems","MFG","000","General Transfer Credit"
"ASV","215","Brake System Service","MFG","000","General Transfer Credit"
"ASV","216","Electrical Circuits","ELEC","000","General Transfer Credit"
"ASV","218","Engine Performance Diagnosis","ELEC","000","General Transfer Credit"
"ASV","222","Auto Trans-Hydraulic Systems","MFG","000","General Transfer Credit"
"ASV","227","Heating & Air Conditioning","MFG","000","General Transfer Credit"
"ASV","228","Diveability","MFG","000","General Transfer Credit"
"ASV","234","Steering/Susp System Service","MFG","000","General Transfer Credit"
"ASV","239","Customer Service","AACR","GEN","General Credit"
"ASV","241","Engine Repair","ELEC","000","General Transfer Credit"
"ASV","242","Automatic Transmissions","MFG","000","General Transfer Credit"
"ASV","243","Manual Drive Trains and Axles","MFG","000","General Transfer Credit"
"ASV","244","Suspension and Steering","MFG","000","General Transfer Credit"
"ASV","245","Brakes","MFG","000","General Transfer Credit"
"ASV","246","Electrical Circuits","ELEC","000","General Transfer Credit"
"ASV","247","Heating and Air Conditioning","MFG","000","General Transfer Credit"
"ASV","248","Engine Performance","ELEC","000","General Transfer Credit"
"ASV","249","Diagnosis & Repair","MFG","000","General Transfer Credit"
"ASV","251","Engine Diagnosis & Repair","CEET","000","General Transfer Credit"
"ASV","252","Automatic Transmissions","SET","000","General Transfer Credit"
"ASV","253","Manual Drivetrain and Axles","SET","000","General Transfer Credit"
"ASV","254","Suspension and Steering","SET","000","General Transfer Credit"
"ASV","255","Brakes","SET","000","General Transfer Credit"
"ASV","256","Electrical & Electronic Systms","CEET","000","General Transfer Credit"
"ASV","257","Heating & Air Conditioning Sys","SET","000","General Transfer Credit"
"ASV","258","Engine Drivability","CEET","000","General Transfer Credit"
"ASV","259","Diagnosis and Repair","SET","000","General Transfer Credit"
"ASV","261","Alt Fuel & Hybrid Vehicles","SET","000","General Transfer Credit"
"ASV","262","Diesel Technology","SET","000","General Transfer Credit"
"ASV","263","Vehicle Performance","SET","000","General Transfer Credit"
"ASV","265","Vehicle Perform & Diagnosis","SET","000","General Transfer Credit"
"ASV","266","Advanced Transmissions","SET","000","General Transfer Credit"
"ASV","267","Alternate Powertrain Tech","SET","000","General Transfer Credit"
"ASV","269","Performance Automotive","SET","000","General Transfer Credit"
"ASV","270","Automotive Test & Development","SET","000","General Transfer Credit"
"ASV","274","ASV Co-op Education II","SET","000","General Transfer Credit"
"ASV","277","Automotive Powertrain Systems","CEET","000","General Transfer Credit"
"ASV","279","Automotive Dynamometer & Test","SET","000","General Transfer Credit"
"ATT","203","Lightening Mtrls/Transportatn","SET","000","General Transfer Credit"
"AUD","170","Intro to Audio Technology","CTAT","000","General Transfer Credit"
"AUD","175","Digital Audio Workstations","CTAT","000","General Transfer Credit"
"AUD","180","Pro Tools Fundamentals I","CTAT","000","General Transfer Credit"
"BAC","220","Wall Tile Installation","CNST","000","General Transfer Credit"
"BAC","221","Floor &Stair Tile Installation","CNST","000","General Transfer Credit"
"BAC","222","Apps for Tile Installation","CNST","000","General Transfer Credit"
"BAC","223","Tile Layout, Technqs & Restore","CNST","000","General Transfer Credit"
"BIO","101","Concepts of Biology","BIO","105","Intro Biology for Non-Majors"
"BIO","102","Human Biology","BIO","GEKN","Kn. of Natural Science - Gen E"
"BIO","103","General Biology II","BIO","110","Introductory Biology I"
"BIO","104","Biology of Exercise","EXSC","000","General Transfer Credit"
"BIO","104","Biology of Exercise","BIO","GEKN","Kn. of Natural Science - Gen E"
"BIO","107","Intro to Field Biology","BIO","205","Field Biology"
"BIO","109","Essentials Human Anat/Physiol","BIO","000","General Transfer Credit"
"BIO","110","Intro to Exercise Science","EXSC","144","Intro to Exercise Science"
"BIO","111","Anat & Physl-Normal Struc/Fnct","EXSC","201","Human Anatomy"
"BIO","111","Anat & Physl-Normal Struc/Fnct","EXSC","202","Human Physiology"
"BIO","111","Anat & Physl-Normal Struc/Fnct","ATTR","201","Human Anatomy for Athlet Trng"
"BIO","111","Anat & Physl-Normal Struc/Fnct","ATTR","202","Human Physiology for Athl Trng"
"BIO","127","Botany","BOTN","221","General Botany"
"BIO","128","Zoology","ZOOL","222","General Zoology"
"BIO","137","Ornmental Indoor Plants","BOTN","209","Ornamental Plants"
"BIO","142","Fndmtl Nutr/Exercise/Wght Cntl","HLED","000","General Transfer Credit"
"BIO","147","Hospital Microbiology","AACR","GEN","General Credit"
"BIO","161","General Bio I Ecology/Evolutn","BIO","120","Intro Bio:Evolution&Ecology"
"BIO","161","General Bio I Ecology/Evolutn","BIO","121","Intro Bio Lab:Evolution&Ecolog"
"BIO","162","General Biology II Cells/Molec","BIO","110","Introduct Bio: Cells&Molecules"
"BIO","162","General Biology II Cells/Molec","BIO","111","Intro Bio Lab: Cells&Molecules"
"AUD","181","Pro Tools Fundamentals II","CTAT","000","General Transfer Credit"
"AUD","240","Audio Production Technqs I","MUSC","000","General Transfer Credit"
"AUD","245","Composition & Arranging/Keybrd","MUSC","000","General Transfer Credit"
"AUD","248","Introduction to Live Sound","EDT","000","General Transfer Credit"
"AUD","250","Audio Production Technqs II","MUSC","000","General Transfer Credit"
"AUD","275","Adv Audio Record Technology","CTAT","000","General Transfer Credit"
"AUD","286","Music/Audio Prj &Portfolio Prd","AACR","GEN","General Credit"
"BAC","100","Labor & Trade Union Hist/Impct","AACR","GEN","General Credit"
"BAC","101","Safety Practices","AACR","GEN","General Credit"
"BAC","102","Professional Skill Development","AACR","GEN","General Credit"
"BAC","110","Intr Brick/Blocklay Apprentice","AACR","GEN","General Credit"
"BAC","111","Intro to Masonry Construction","CNST","000","General Transfer Credit"
"BAC","112","Mortar Manipulation","CNST","000","General Transfer Credit"
"BAC","120","Intro Tile Mechanic Apprentice","AACR","GEN","General Credit"
"BAC","121","Intro to Tile Mechanic","CNST","000","General Transfer Credit"
"BAC","122","Basic Tile Setting","CNST","000","General Transfer Credit"
"BAC","210","Introduction to Blocklaying","CNST","000","General Transfer Credit"
"BAC","211","Introduction to Bricklaying","CNST","000","General Transfer Credit"
"BAC","212","Masonry Wall Construction","CNST","000","General Transfer Credit"
"BAC","213","Masonry Constrc Technq/Restore","CNST","000","General Transfer Credit"
"BIO","174","Biology Co-op I","AACR","GEN","General Credit"
"BIO","199","Anatomical Studies","BIO","000","General Transfer Credit"
"BIO","200","Current Topics in Biology","BIO","000","General Transfer Credit"
"BIO","201","Physiology of Exercise","EXSC","000","General Transfer Credit"
"BIO","201","Physiology of Exercise","EXSC","301","Exercise Physiology"
"BIO","201","Physiology of Exercise","EXSC","302","Exercise Physiology Laboratory"
"BIO","225","Tests & Measurements Exrcs Sci","EXSC","301","Exercise Physiology"
"BIO","225","Tests & Measurements Exrcs Sci","EXSC","302","Exercise Physiology Laboratory"
"BIO","207","General Genetics","BIO","000","General Transfer Credit"
"BIO","208","Genetics","BIO","000","General Transfer Credit"
"BIO","208A","Genetics II","BIOL","000","General Transfer Credit"
"BIO","212","Pathophysiology:Alt Struc/Func","BIO","000","General Transfer Credit"
"BIO","215","Intro to Cell Physiology","BIOL","320","Intro to Cell Physiology"
"BIO","216","Cell Physiology Lab","BIOL","320","Intro to Cell Physiology"
"BIO","215","Cell and Molecular Biology","BIO","000","General Transfer Credit"
"BIO","216","Cell Physiology Lab","BIOL","306","Cell/Mol Biol & Genetics Lab"
"BIO","215","Intro to Cell Physiology","BIOL","320","Intro to Cell Physiology"
"BIO","216","Cell Physiology Lab","BIOL","320","Intro to Cell Physiology"
"BIO","220","Human Genetics","BIOL","201","Human Genetics"
"BIO","225","Tests & Measurements Exrcs Sci","EXSC","000","General Transfer Credit"
"BIO","201","Physiology of Exercise","EXSC","301","Exercise Physiology"
"BIO","201","Physiology of Exercise","EXSC","302","Exercise Physiology Laboratory"
"BIO","225","Tests & Measurements Exrcs Sci","EXSC","301","Exercise Physiology"
"BIO","225","Tests & Measurements Exrcs Sci","EXSC","302","Exercise Physiology Laboratory"
"BIO","227","Biology of Animals","BIO","140","Introduction to Zoology"
"BIO","227","Biology of Animals","BIO","120","Introductory Biology II"
"BIO","227","Biology of Animals","BIO","121","Introductory Biology II Lab"
"BIO","228","Biology of Plants","BIO","120","Introductory Biology II"
"BIO","228","Biology of Plants","BIO","121","Introductory Biology II Lab"
"BIO","228","Biology of Plants","BIO","130","Introduction to Botany"
"BIO","227","Biology of Animals","BIO","120","Introductory Biology II"
"BIO","227","Biology of Animals","BIO","121","Introductory Biology II Lab"
"BIO","228","Biology of Plants","BIO","120","Introductory Biology II"
"BIO","228","Biology of Plants","BIO","121","Introductory Biology II Lab"
"BIO","237","Microbiology","BIO","328","Microbiology for the Hlth Prof"
"BIO","249","Field Study of Birds","ZOOL","223","Field Bird Study"
"BIO","258","Field Study of Trees/Shrubs","AACR","GEN","General Credit"
"BIO","259","Field Study of Common Plants","BOTN","234","General Field Botany"
"BIO","267","Winter Field Study","AACR","GEN","General Credit"
"BLS","143","Art & Culture of Afro America","FA","000","General Transfer Credit"
"BLS","181","Afro-American Literature","LITR","260","African American Literature"
"BMG","100","Investments","AACR","GEN","General Credit"
"BMG","101","Entrepreneurship I: Find Oppor","MGMT","000","General Transfer Credit"
"BMG","101","Entrepreneurship I: Find Oppor","COB","200L4","Introduction to Business"
"BMG","109","Entrepreneurshp II: Start Busn","COB","200L4","Introduction to Business"
"BMG","102","The Student Enterprise Zone","MGMT","000","General Transfer Credit"
"BMG","106","Legal Basics in Business","LAW","293","Legal Environment of Bus"
"BMG","106","Legal Basics in Business","LAW","000","General Transfer Credit"
"BMG","101","Entrepreneurship I: Find Oppor","COB","200L4","Introduction to Business"
"BMG","109","Entrepreneurshp II: Start Busn","COB","200L4","Introduction to Business"
"BMG","109","Entrepreneurshp II: Start Busn","MGMT","000","General Transfer Credit"
"BMG","110","Credit Management","AACR","GEN","General Credit"
"BMG","111","Business Law I","LAW","293","Legal Environment of Bus"
"BMG","122","Business Law II","LAW","000","General Transfer Credit"
"BMG","130","Investment Strategies","FIN","000","General Transfer Credit"
"BMG","140","Introduction to Business","COB","200L4","Introduction to Business"
"BMG","140","Introduction to Business","BMMT","100","Contemporary Business"
"BMG","150","Labor-Management Relations","MGMT","000","General Transfer Credit"
"BMG","155","Business on the Internet","AACR","GEN","General Credit"
"BMG","160","Principles of Sales","MKTG","261","Contemporary Selling"
"BMG","163","Introduction to Esports","SMGT","000","General Transfer Credit"
"BMG","165","Intro Sport & Entertainmnt Mgt","SMGT","201","Foundations of Sport Managemen"
"BMG","166","Sports & Entertainment Comm&PR","SMGT","000","General Transfer Credit"
"BMG","168","Facilities & Event Management","SMGT","325","Sports Facilities"
"BMG","169","Sport & Entertainmnt Marketimg","MKTG","000","General Transfer Credit"
"BMG","170","Intro International Business","MKTG","000","General Transfer Credit"
"BMG","174","BMG Co-op Education I","AACR","GEN","General Credit"
"BMG","180","Intr Logistic/Supply Chain Mgt","SCM","000","General Transfer Credit"
"BMG","181","Intro Supply Chain Management","SCM","000","General Transfer Credit"
"BMG","182","Warehousing & Logistics","SCM","000","General Transfer Credit"
"BMG","189","Study Problems","AACR","GEN","General Credit"
"BMG","200","Relationship Skills in Workplc","MGMT","000","General Transfer Credit"
"BMG","201","Entrpreneurship II-Mrkt Plng","MKTG","000","General Transfer Credit"
"BMG","203","Social Media Management","IS","000","General Transfer Credit"
"BMG","205","Creating Customer Experience","AACR","GEN","General Credit"
"BMG","206","Retail Principles & Practices","MKTG","000","General Transfer Credit"
"BMG","207","Business Communication","MGMT","202","Business Communication"
"BMG","208","Principles of Management","MGMT","000","General Transfer Credit"
"BMG","209","Entrepreneurship III-Run/Grow","MGMT","000","General Transfer Credit"
"BMG","210","Money, Banking, Financial Inst","FIN","000","General Transfer Credit"
"BMG","211","Merchandising & Inventory Mgmt","SCM","000","General Transfer Credit"
"BMG","212","Consumer Buying Behavior","MKTG","000","General Transfer Credit"
"BMG","215","Planning E-Commerce Business","AACR","GEN","General Credit"
"BMG","220","Principles of Finance","FIN","000","General Transfer Credit"
"BMG","226","Transportation and Logistics","SCM","000","General Transfer Credit"
"BMG","227","Purchasing & Supply Management","SCM","000","General Transfer Credit"
"BMG","228","Purchasing & Inventory Control","SCM","000","General Transfer Credit"
"BMG","230","Principles of Management","MGMT","000","General Transfer Credit"
"BMG","231","Nonprofit Management","MGMT","000","General Transfer Credit"
"BMG","235","Women in Management","MGMT","000","General Transfer Credit"
"BMG","240","Human Resources Management","MGMT","000","General Transfer Credit"
"BMG","241","Innovation: Process & Applctn","AACR","GEN","General Credit"
"BMG","242","Cultural Diversity-Workplace","AACR","GEN","General Credit"
"BMG","243","Negotiating in Workplace","AACR","GEN","General Credit"
"BMG","244","Self Mgt Prsnl Productv/Wrkplc","AACR","GEN","General Credit"
"BMG","250","Principles of Marketing","MKTG","000","General Transfer Credit"
"BMG","255","Mktg & Mgmt Career Develop","MGMT","000","General Transfer Credit"
